nome;morada;postal;localidade;lat;lng;codigo;
Centro Social Jesus Maria José;R. Coronel Galhardo, nº 39  ;3880 - 157 ovar;Ovar;40.858776;-8.618264;115700;
Centro Social Maria Auxiliadora de Mogofores;Rua do Barrio  ;3780 - 453 mogofores;Mogofores;40.451866;-8.466704;103809;
Centro Social Padres Redentoristas;R. Conselheiro Albuquerque, 23  ;6000 - 161 castelo branco;Castelo Branco;39.81974;-7.494955;502971;
Centro Social Paroq. de Vilar Seco;Vilar Seco  ;3520 - 225 vilar seco nls;Vilar Seco;40.559948;-7.860168;1809888;
Centro Social de Anadia;Rua das Sobreiras  ;3780 - 477 anadia;Aguim;40.415176;-8.452301;103988;
Centro Social de São João;Rua Festas S. João, Lugar de Pé-de-Cão  ;3045 - 061 coimbra;S. Martinho do Bispo;40.21131;-8.472726;12227;
Centro Social dos Padres Redentoristas - O Raposinho;Quinta do Socorro, Rua do Raposinho  ;6000 - 000 castelo branco;Castelo Branco;39.81323;-7.502741;502268;
Centro Social e Cultural e Recreativo de Paredes do Bairro;R. da Carvalha, n.º 19 e 20  ;3780 - 613 paredes do bairro;Paredes do Bairro;40.450832;-8.504051;103834;
Centro Social e Paroquial da Freguesia de Recardães;Rua do Passal  ;3750 - 721 recardães;Recardães;40.562798;-8.465194;101323;
Centro Social e Paroquial da Gafanha da Encarnação;R. padre Diogo  ;3830 - 516 gafanha da encarnação;Gafanha da Encarnação;40.61858;-8.73392;110023;
Centro Social e Paroquial de Abrunhosa-a-Velha;Quinta do Siso, nº 9  ;3530 - 010 abrunhosa-a-velha;Abrunhosa-a-Velha;40.58045;-7.638984;1806095;
Centro Social e Paroquial de S. Tomé de Canelas;Rua Campo da Cruz nº 46  ;3865 - 006 canelas etr;Canelas;40.716866;-8.55687;108977;
Centro de Acolhimento de Emergência Infantil Cáritas Diocesana de Aveiro;R. do Viso nº 28  ;3800 - 282 aveiro;Esgueira;40.64218;-8.623227;105914;
Centro de Bem-Estar Infantil;R. do Parque  ;2425 - 045 monte real;Monte Real;39.8503;-8.867348;1009641;
Centro de Bem-Estar Infantil da Santa Casa Misericórdia de Sangalhos;Rua Narciso da Marça  ;3780 - 124 sangalhos;Sangalhos;40.47488;-8.462783;103624;
Centro de Bem-Estar Infantil de Stº André;Avenida dos Bombeiros Voluntários  ;3350 - 087 vila nova de poiares;Vila Nova de Poiares;40.210392;-8.257707;617601;
Centro de Conv. à Comun. Mª de Lurdes A. S. Silva;Avenida  D. Mª de Lurdes Almeida Silva Sousa Lino, nº 8  ;6230 - 022 alcaria fnd;Alcaria;40.199883;-7.519116;504340;
Centro de Estudos Educativos de Ançã;R. Centro de Estudos Educativos de Ançã  ;3060 - 045 ançã;Ançã;40.272354;-8.516265;602859;
Centro de Infância Arte e Qualidade;Campus Universitário de Santiago  ;3810 - 193 aveiro;Aveiro;40.630894;-8.655065;105654;
Centro de Reabilitação e Paralisia Cerebral de Coimbra;R. Garcia da Horta - Vale das Flores  ;3030 - 188 coimbra;Coimbra;40.19361;-8.410913;603219;
Centro de Vila Nova de Poiares - Centro III - APPACDM;Ass. Pais Amigos Crianças Diminuídas Mentais  ;3350 - 000 vila nova de poiares;Vila Nova de Poiares;40.211605;-8.23276;617170;
"Colégio ""João de Barros""";Rua do Covão  ;3105 - 236 meirinhas;Meirinhas;39.840557;-8.707338;1015672;
"Colégio ""Via Sacra""";Rua Cónego Barreiros  ;3500 - 093 viseu;Viseu;40.6561;-7.905033;1823487;
Colégio Beija-Flor;Rua da Cruz Nova, Lote 17;;;;;;
0;3020 - 170 coimbra;Coimbra;40.24947;-8.420037;86091;;
Colégio Bissaya Barreto;Quinta dos Plátanos  ;3045 - 231 coimbra;Bencanta;40.215797;-8.4632435;603341;
Colégio Bom Jesus;Rua da Boavista  ;3040 - 763 cernache;Cernache;40.14289;-8.470955;603340;
Colégio Conciliar de Maria Imaculada;Rua Dr. José Alves Correia da Silva - Cruz da Areia  ;2414 - 013 leiria;Leiria;39.73125;-8.807982;1009432;
Colégio D. José I;Rua Luís de Camões  ;3810 - 284 aveiro;Santa Joana;40.632225;-8.606533;105730;
Colégio Dinis de Melo;Rua Alípio Fonseca Jorge  ;2400 - 792 amor;Amor;39.806725;-8.867622;1009234;
Colégio Diocesano de Nossa Senhora da Apresentação;Rua Padre Baptista, 100  ;3840 - 053 calvão vgs;Calvão;40.47827;-8.70638;118500;
Colégio Dr. Luís Pereira da Costa;Rua da Figueirinha, n.º 2  ;2425 - 617 monte redondo lra;Monte Redondo;39.895718;-8.836847;1009346;
Colégio Infantil Chicoração;R. Matinha, nº 23  ;2415 - 383 leiria;Quinta da Matinha - Marrazes;39.755936;-8.804987;1009813;
Colégio Infantil O Saltitão;Rua Vale das Aveias, n.º 20  ;2400 - 441 leiria;Parceiros;39.729424;-8.844599;1009725;
Colégio Luso Internacional do Centro - CLIC;R. D. João Pereira Venâncio  ;2430 - 000 marinha grande;Marinha Grande;39.75227;-8.927427;1010583;
Colégio O Recreio - Infantim, Sociedade de Educação Infantil, Lda;R. Casal Formiga, nº 9  ;2430 - 068 marinha grande;Marinha Grande;39.754578;-8.928208;1010121;
Colégio Português (ENSIGEST)- Empreendimentos Educativos Lda;Rua Nossa Srª das Necessidades, s/n Quinta do Simão  ;3800 - 317 aveiro;Esgueira;40.65952;-8.616055;105981;
Colégio S. Francisco de Assis Luanda - Sul;Luanda  ;6090 - 000 penamacor;Luanda;null;null;4901826;
Colégio Santa Maria - APPACDM;Rua Gomes Freire nº 21  ;3000 - 204 coimbra;Coimbra;40.21306;-8.411418;603740;
Colégio Senhor dos Milagres;Rua Senhor dos Milagres  ;2415 - 020 leiria;Milagres;39.788715;-8.791177;1009075;
Colégio da Imaculada Conceição;Cernache  ;3044 - 519 cernache;Cernache;40.141212;-8.471548;603668;
Colégio da Imaculada Conceição;Rua Nossa Senhora de Fátima, 88  ;3510 - 094 viseu;Viseu;40.65819;-7.9214535;1823105;
Colégio da Rainha Stª Isabel;R. do Brasil, nº 41  ;3030 - 175 coimbra;Coimbra;40.201183;-8.421707;603332;
Colégio de Albergaria;Rua do Colégio  ;3850 - 230 albergaria-a-velha;Albergaria-a-Velha;40.703484;-8.483114;102475;
Colégio de Cidade Roda;Rua do Colégio, nº20  ;3105 - 328 redinha;Redinha;40.001984;-8.588783;1015777;
Colégio de Nossa Senhora da Assunção;R. S José de Cluny  ;3780 - 292 anadia;Famalicão;40.451527;-8.4495535;103685;
Colégio de Nossa Senhora de Fátima;R. Padre António, nº 11  ;2400 - 096 leiria;Leiria;39.745274;-8.810852;1009618;
Colégio de Quiaios;Rua Dr. Afonso Henriques de Miranda, nº 70  ;3080 - 556 figueira da foz;Quiaios;40.217545;-8.836431;605247;
Colégio de S. José;R. Frei Tomé de Jesus, nº 11  ;3000 - 195 coimbra;Coimbra;40.214962;-8.427246;603065;
Colégio de S. Mamede;S. Mamede  ;2495 - 032 são mamede;S. Mamede;39.626648;-8.714889;1004260;
Colégio de S. Pedro;R. Alexandre Herculano, nº 13  ;3000 - 019 coimbra;Coimbra;40.208607;-8.419884;603413;
Colégio de S. Teotónio;R. do Brasil, 49  ;3030 - 175 coimbra;Coimbra;40.200485;-8.420199;603954;
Colégio de São Martinho;Rua D. João - Fala - São Martinho do Bispo  ;3045 - 054 coimbra;Fala;40.201305;-8.472331;603176;
Conservatório Artes e Comunicação - Filarmónica União Oliveira do Bairro;Rua Dr Acácio Azevedo - Apartado 126  ;3770 - 221 oliveira do bairro;Oliveira do Bairro;40.50993;-8.492484;114729;
Conservatório Filarmónico de Pombal;Rua Fonte Nova - Urbanização Fonte Nova - Apartado 177  ;3101 - 902 pombal;Pombal;39.913315;-8.638443;12247;
Conservatório Regional de Castelo Branco;Largo da Sé, nº 20  ;6000 - 102 castelo branco;Castelo Branco;39.82706;-7.491538;502415;
Conservatório Regional de Coimbra;Rua Carlos Alberto Pinto de Abreu, nº 74 - Vila Maria - Santa Clara  ;3040 - 245 coimbra;Santa Clara;40.20108;-8.436004;603721;
Conservatório Regional de Música Dr. José de Azeredo Perdigão;Solar de Prime - Rua dos Olivais  ;3500 - 164 viseu;Viseu;40.656948;-7.911889;1823244;
Conservatório Regional de Música da Covilhã;Rua Nuno Álvares Pereira, nº 44  ;6200 - 154 covilhã;Covilhã;40.28056;-7.502103;503760;
Conservatório de Música David de Sousa;Rua Engenheiro Silva, nº 50  ;3080 - 150 figueira da foz;Figueira da Foz;40.14854;-8.862427;605766;
Conservatório de Música da Jobra;Centro Cultural da Branca - Apartado 2 - Laginhas  ;3850 - 000 albergaria-a-velha;Branca;40.747715;-8.486414;102844;
Conservatório de Música de Seia - (Collegium Musicum);Praça da República - Casa das Artes  ;6270 - 496 seia;Seia;40.419846;-7.702602;912310;
Conservatório de Música de São José da Guarda;Quinta Nossa Senhora do Mileu  ;6300 - 586 guarda;Guarda;40.542725;-7.2637653;907638;
Conservatório de Música de Águeda;Casa do Adro  ;3750 - 134 águeda;Águeda;40.572815;-8.447652;101791;
Conservatório de Música e Artes de Coimbra;Av. José Rodrigues Sousa Fernandes  ;3020 - 228 coimbra;Lordemão;40.235935;-8.415501;12246;
Conservatório de Música e Artes do Dão;Avenida  General Humberto Delgado - Casa da Cultura  ;3440 - 325 santa comba dão;Santa Comba Dão;40.398743;-8.130387;1814005;
"Creche ""Helena de Albuquerque Quadros""";R. Fernando dos Santos  ;3850 - 425 angeja;Angeja;40.679382;-8.553513;102134;
Creche e Jardim Infantil Bambi;Rua Dr. Joaquim José Sousa, Lote7,  nº 57 e 61  - Urbanização Bouxaria- Marrazes  ;2400 - 321 marinheiros;Leiria;39.76279;-8.800437;1009230;
"Creche e Jardim de Infância ""O Cortiço"" da Stª Casa da Misericórdia";R. Comendador João Martins n.º46  ;6150 - 446 proença-a-nova;Proença a Nova;39.753056;-7.926155;508841;
Creche e Jardim de Infância - Pintaínhos D´Ouro, Lda;Quinta Nova - Condeixa-a-Velha  ;3150 - 225 condeixa-a-velha;Lugar da Quinta Nova;40.106533;-8.490844;604813;
"Creche, Jardim de Infância ""O Ninho da Luz"" Lda.";Urbanização da Luz, Lote 36  ;3140 - 364 santo varão;Formoselha;40.180996;-8.608917;610230;
Creche-Jardim Infantil Fund. Elisio F. Afonso;Rua Doutor Hilário de Almeida Pereira  ;3560 - 020 avelal;Satão;40.741154;-7.738717;1817391;
Creche-Jardim Infantil Nª Sra. de Fátima;Bairro Nª Sra. de Fátima  ;3025 - 009 coimbra;Pedrulha;40.24695;-8.442431;603289;
Creche-Jardim Infantil Stª Cª Misericórdia;Bairro de Santo António  ;6110 - 000 vila de rei;Vila de Rei;39.674534;-8.143453;510014;
Creche-Jardim Infantil da Casa do Povo;R. Dr. António Mendes - 94  ;6290 - 632 vila nova de tazem;Vila Nova de Tazém;40.502327;-7.702317;906591;
Creche-Jardim Infantil de Nª Sra. dos Milagres;Rua Álvaro Anes, 7  ;3040 - 757 cernache;Cernache;40.13739;-8.470142;603866;
Creche-Jardim Infantil de Ribeira de Frades;R. 15 de Agosto, n.º 9  ;3040 - 000 coimbra;Ribeira de Frades;40.202408;-8.491946;603030;
Creche-Jardim Infância da Morraceira;Rua do Hospital da Gala  ;3080 - 000 figueira da foz;Morraceira;40.131485;-8.85792;605562;
EFTA - Escola de Formação Profissional em Turismo de Aveiro, Lda.;Avenida 5 de Outubro, N.º 7, Loja 2 - Edifício Central  ;3800 - 428 aveiro;Aveiro;40.641632;-8.64641;105116;
EPEI de Cotelo/Moledo, Castro Daire;Castro de Aire  ;3600 - 273 castro daire;Castro de Aire;null;null;51803009;
EPROFCOR - Escola Profissional de Cortegaça;Rua da Escola - Apartado 73  ;3886 - 908 cortegaça;Cortegaça;40.944923;-8.618282;115922;
EPTOLIVA - Escola Profissional de Oliveira do Hospital/Tábua e Arganil;Rua Fortunato Vieira da Neves  ;3420 - 324 tábua;Tábua;40.357483;-8.026729;616793;
EPTOLIVA - Escola Profissional de Oliveira do Hospital/Tábua e Arganil;Av. 5 de Outubro  ;3400 - 056 oliveira do hospital;Oliveira do Hospital;40.361053;-7.859399;611749;
Ensiguarda - Escola Profissional da Guarda;Rua Soeiro Viegas nº21, 3ºb - Esq  ;6300 - 758 guarda;Guarda;40.538036;-7.2736306;907980;
Escola Artística do Conservatório de Música Calouste Gulbenkian, Aveiro;Avenida Artur Ravara  ;3810 - 096 aveiro;Aveiro;40.63616;-8.655822;105060;
Escola Artística do Conservatório de Música de Coimbra;Rua Pedro Nunes  ;3030 - 199 coimbra;Coimbra;40.193054;-8.408664;603365;
Escola Beira- Aguieira - Escola Profissional (Sede);Rua Dr. José Lopes Oliveira, nº 16  ;3450 - 154 mortágua;Mortágua;40.398148;-8.230356;1808570;
Escola Beira-Aguieira - Escola Profissional (Deleg.);Costa do Sol, 2  ;3360 - 344 penacova;Penacova;40.269947;-8.280723;613217;
Escola Básica A Lã e a Neve, Covilhã;Rua Grupo Desportivo da Mata  ;6200 - 000 covilhã;Covilhã;40.281395;-7.5112433;503547;
Escola Básica Adães Bermudes, Guarda;R. Dr. Joaquim Bernardo  ;6300 - 698 guarda;Guarda - Sé;40.537483;-7.266013;907673;
Escola Básica Afonso de Paiva, Castelo Branco;R. Dr. Francisco Jose Palmeiro  ;6000 - 230 castelo branco;Castelo Branco;39.820198;-7.502147;502837;
Escola Básica Ana de Castro Osório, Mangualde;Urbanização Modorno Sul  ;3530 - 159 mangualde;Mangualde;40.598667;-7.751341;1806731;
Escola Básica António Dias Simões, Ovar;Rua José Afonso  ;3884 - 908 ovar;Ovar;40.869526;-8.623757;115522;
Escola Básica António Graça, Barrô, Águeda;Rua dos Barrocos  ;3750 - 351 barrô agd;Barrô - Águeda;40.53429;-8.47036;16991;
Escola Básica António Vitorino, Vieira de Leiria, Marinha Grande;Trav. das Escolas  ;2430 - 797 vieira de leiria;Vieira de Leiria;39.868435;-8.93579;1010983;
Escola Básica Aquilino Ribeiro, Vila Nova de Paiva;Rua Dr. Francisco Sá Carneiro  ;3650 - 214 vila nova de paiva;Vila Nova Paiva;40.85424;-7.7353334;1822353;
Escola Básica Aristides de Sousa Mendes, Cabanas de Viriato, Carregal do Sal;Cabanas de Viriato  ;3430 - 627 cabanas de viriato;Cabanas de Viriato;40.465782;-7.976319;1802519;
Escola Básica Associação Portuguesa de Paralisia Cerebral, Coimbra;Centro de Paralisia Cerebral  ;3030 - 188 coimbra;Vale das Flores - Coimbra;40.193592;-8.410913;603725;
Escola Básica Augusto Gil, Guarda;Largo João de Deus  ;6300 - 719 guarda;Guarda;40.536957;-7.267538;907728;
Escola Básica Carlos de Oliveira, Febres, Cantanhede;Rua Profª. Ester dos Prazeres Barbosa  ;3060 - 312 febres;Febres;40.400578;-8.63636;602324;
Escola Básica Carolina Beatriz Ângelo, Guarda;R. Martinho Júlio Costa -Urb. Quinta das Covas  ;6300 - 395 guarda;Sequeira;40.55664;-7.232094;907186;
Escola Básica Casa de Trabalho Jesus Maria José, Rochoso, Guarda;Rochoso  ;6300 - 195 rochoso;Rochoso;40.51734;-7.090639;907173;
Escola Básica Castro Matoso, Oliveirinha, Aveiro;Rua Profª Justa Dias  ;3810 - 867 oliveirinha;Oliveirinha;40.601837;-8.6044035;105610;
Escola Básica Centro Educativo de Belmonte;Centro Educativo de Belmonte  ;6250 - 000 belmonte;Belmonte;40.362194;-7.348287;501866;
Escola Básica Cidade de Castelo Branco;Bairro Do Ribeiro das Perdizes  ;6000 - 387 castelo branco;Castelo Branco;39.821033;-7.4765134;502266;
Escola Básica D. Dinis, Leiria;Rua Dr. João Soares  ;2400 - 448 leiria;LEIRIA;39.738735;-8.81373;1009858;
Escola Básica D. Duarte, Vil de Soito, Viseu;Fonte Arcada  ;3510 - 894 vil de souto;Vil de Souto;40.660397;-7.9796605;1823615;
Escola Básica D. Luis Loureiro, Silgueiros, Viseu;Avenida D. Luís de Loureiro  ;3500 - 543 silgueiros;Pindelo;40.579117;-7.942424;1823204;
Escola Básica D. Maria Amália Cabral Lobo Vasconcelos, Peraboa, Covilhã;Estr. Municipal  ;6200 - 591 peraboa;Peraboa;40.257053;-7.3927193;503210;
Escola Básica Dr. Abranches Ferrão, Seia;Seia  ;6270 - 372 seia;Seia;40.426796;-7.7012506;912009;
Escola Básica Dr. Acácio de Azevedo, Oliveira do Bairro;R. Acácio de Azevedo, nº  28  ;3770 - 213 oliveira do bairro;Oliveira do Bairro;40.51029;-8.4902315;114354;
Escola Básica Dr. Azeredo Perdigão, Abraveses, Viseu;R. Corga, 1  ;3519 - 001 viseu;Abraveses;40.67961;-7.9142976;1823962;
Escola Básica Dr. Bissaya Barreto, Castanheira de Pêra;Av. 25 de Abril  ;3280 - 011 castanheira de pêra;Castanheira de Pera;40.010723;-8.206186;1007156;
Escola Básica Dr. Correia Alexandre, Caranguejeira, Leiria;Rua Carlos J. Moreira, 101  ;2420 - 115 caranguejeira;Caranguejeira;39.747196;-8.6978;1009863;
Escola Básica Dr. Correia Mateus, Leiria;R. Paulo VI  ;2414 - 015 leiria;Leiria;39.745773;-8.792931;1009014;
Escola Básica Dr. Fernando Peixinho, Oiã, Oliveira do Bairro;Rua da Escola C+S  ;3770 - 059 oiã;Oiã;40.53972;-8.540273;114766;
Escola Básica Dr. Fortunato de Almeida, Nelas;Av Dr. Fortunato de Almeida  ;3520 - 056 nelas;Nelas;40.539692;-7.84902;1809125;
Escola Básica Dr. Guilherme Correia de Carvalho, Seia;Rua Gaspar Rebelo  ;6270 - 436 seia;Seia;40.41212;-7.7149076;912010;
Escola Básica Dr. José Lopes de Oliveira, Mortágua;R. Dr. Francisco Carneiro  ;3450 - 152 mortágua;Mortágua;40.399635;-8.237852;1808317;
Escola Básica Dr. José dos Santos Bessa, Carapinheira, Montemor-o-Velho;Rua do Clube Desportivo Carapinheirense, nº4  ;3140 - 099 carapinheira;Carapinheira;40.203186;-8.647063;610035;
Escola Básica Dr. João Rocha - Pai, Vagos;Rua de São João  ;3840 - 429 vagos;Vagos;40.544926;-8.683655;118484;
Escola Básica Dr. Luciano Justo Ramos, Mira de Aire, Porto de Mós;R. Luís de Camões  ;2485 - 139 mira de aire;Mira de Aire;39.544266;-8.709249;1016601;
Escola Básica Dr. Manuel de Oliveira Perpétua, Porto de Mós;Porto de Mós  ;2480 - 855 porto de mós;Porto de Mós;39.599606;-8.829415;1016163;
Escola Básica Dr. Pedrosa Veríssimo, Paião, Figueira da Foz;Apartado 20  ;3090 - 495 paião;Paião;40.069447;-8.811019;605082;
Escola Básica Dr. Reis Leitão, Loriga, Seia;Av. Padre António Prata  ;6270 - 107 loriga;Loriga;40.326176;-7.6908236;912105;
Escola Básica Dr.ª Maria Alice Gouveia, Coimbra;R. D. Ernesto Sena de Oliveira  ;3030 - 378 coimbra;Coimbra;40.197506;-8.400271;603970;
Escola Básica Eugénio de Castro, Coimbra;R. Gago Coutinho-Solum  ;3030 - 326 coimbra;Coimbra;40.20841;-8.402577;603355;
Escola Básica Fernando Caldeira, Águeda;Rua Heróis do Ultramar  ;3750 - 150 águeda;Águeda;40.579758;-8.449419;101150;
Escola Básica Ferreira Lapa, Sátão;Rua 20 de Setembro  ;3560 - 157 sátão;Sátão;40.746136;-7.7353606;1817158;
Escola Básica Florbela Espanca, Esmoriz, Ovar;Rua Florbela Espanca , 360  ;3885 - 454 esmoriz;Esmoriz;40.962563;-8.620668;115308;
Escola Básica Gomes Eanes de Azurara, Mangualde;Rua Manuel de Oliveira - Apartado 119  ;3530 - 159 mangualde;Mangualde;40.60083;-7.7511106;1806767;
Escola Básica Grão Vasco, Viseu;Alameda Luís de Camões  ;3500 - 149 viseu;Viseu;40.650963;-7.9149218;1823994;
Escola Básica Gualdim Pais, Pombal;Rua Pinhal Leitão - Apartado 1167  ;3101 - 902 pombal;Pombal;39.911068;-8.642485;1015089;
Escola Básica Guilherme Stephens, Marinha Grande;Rua Prof Bento Jesus Caraça  ;2430 - 000 marinha grande;Marinha Grande;39.743134;-8.931868;1010128;
Escola Básica Infante D. Henrique, Repeses, Viseu;Avenida da Cidade Politécnica  ;3504 - 513 viseu;Repeses;40.64203;-7.920926;1823567;
Escola Básica Infante D. Pedro, Buarcos, Figueira da Foz;R. Rio de Cima - Apartado 44  ;3080 - 289 figueira da foz;Buarcos;40.168056;-8.879893;605390;
Escola Básica Infante D. Pedro, Penela;Av. Infante D. Pedro  ;3230 - 277 penela;Penela;40.025288;-8.387831;30107;
"Escola Básica Integrada e Secundária ""Jean Piaget""";Estrada da Liberdade, 60  ;3515 - 415 viseu;Vila Nova do Campo;40.702454;-7.9243774;1823500;
Escola Básica Inês de Castro, São Martinho do Bispo, Coimbra;Quinta da Vinha Moura, São Martinho do Bispo - Apartado 7051  ;3041 - 861 coimbra;Coimbra;40.190735;-8.4584;603775;
Escola Básica José Ferreira Pinto Basto, Ílhavo;Rua Gabriel Ançã  ;3830 - 197 ílhavo;Ilhavo;40.592083;-8.672224;110525;
Escola Básica José Malhoa, Figueiró dos Vinhos;Avenida José Malhoa  ;3260 - 402 figueiró dos vinhos;Figueiró dos Vinhos;39.90451;-8.272331;1008625;
Escola Básica José Saraiva, Leiria;R. da Mala Posta  ;2410 - 057 leiria;Leiria;39.726307;-8.813759;1009694;
Escola Básica João Afonso, Aveiro;Rua das Pombas  ;3810 - 150 aveiro;Aveiro;40.632545;-8.654108;105232;
Escola Básica João Beare, Marinha Grande;Av. Vitor Galo  ;2430 - 202 marinha grande;Marinha Grande;39.74951;-8.923882;1010131;
Escola Básica João Franco, Fundão;Quinta da Nora - Apart 341  ;6230 - 204 fundão;Fundao;40.13967;-7.5017695;504766;
Escola Básica João Roiz de Castelo Branco, Castelo Branco;Av. Cidade Zhuhai  ;6000 - 001 almaceda;Castelo Branco;39.818714;-7.5059905;502967;
Escola Básica João de Barros, Figueira da Foz;Avenida Dr. Manuel Gaspar de Lemos  ;3080 - 184 figueira da foz;Figueira da Foz;40.157883;-8.861363;605296;
Escola Básica João de Barros, Marzovelos, Viseu;Rua Doutor Fernando Mouga  ;3510 - 005 viseu;Marzovelos;40.653503;-7.9205794;1823120;
Escola Básica Margarida Fierro Caeiro da Matta, Midões, Tábua;Alameda Cuqui Fierro  ;3420 - 021 candosa;Midões;40.385704;-7.9372725;616029;
Escola Básica Marquês de Marialva, Cantanhede;Complexo Escolar  ;3060 - 183 cantanhede;Cantanhede;40.343597;-8.584113;602909;
Escola Básica Marquês de Pombal, Pombal;Rua dos Bombeiros Voluntarios  ;3100 - 481 pombal;Pombal;39.919655;-8.62249;1015017;
Escola Básica Martim de Freitas, Coimbra;Rua André Gouveia  ;3000 - 029 coimbra;Coimbra;40.217182;-8.414084;603444;
Escola Básica Mestre Arnaldo Malho, Rio de Loba, Viseu;Rua de Santo António  ;3505 - 568 viseu;Bairro São João da Carreira;40.66788;-7.879746;57316;
Escola Básica Miguel Leitão de Andrada, Pedrógão Grande;Zona Industrial Pedrogão Grande  ;3270 - 162 pedrógão grande;Pedrogão Grande;39.920166;-8.151168;1013656;
Escola Básica Monsenhor Miguel de Oliveira, Válega, Ovar;R. Padre Eloi Pinho  ;3880 - 264 ovar;Válega;40.84123;-8.580226;115212;
Escola Básica Nossa Senhora da Conceição, Fundão;R. dos Três Lagares  ;6230 - 421 fundão;Fundão;40.136337;-7.502911;504430;
Escola Básica Nossa Senhora da Piedade, Castelo Branco;R. João Evangelista ( Senhora da Piedade )  ;6000 - 240 castelo branco;Castelo Branco;39.820976;-7.4900303;502232;
Escola Básica Nuno Álvares, Carregal do Sal;Rua Nuno Álvares  ;3430 - 073 carregal do sal;Carregal do Sal;40.435917;-7.989921;10197;
Escola Básica Oliveira Lopes, Válega, Ovar;Rua Irmãos Oliveira Lopes  ;3880 - 520 válega;Válega;40.836246;-8.580645;115925;
Escola Básica Padre António Lourenço Farinha, Sertã;Av. D. Nuno Alvares Pereira  ;6100 - 733 sertã;Sertã;39.804672;-8.092212;509602;
Escola Básica Padre Donaciano Abreu Freire, Estarreja;Rua da Arrotinha, nº14 - Apartado 25  ;3860 - 207 estarreja;Estarreja;40.763344;-8.575638;108598;
Escola Básica Padre Franklin, Vieira de Leiria, Marinha Grande;R. José Moreira Apartado 6  ;2430 - 000 marinha grande;Vieira de Leiria;39.863018;-8.93427;1010070;
Escola Básica Pintor Mário Augusto, Alhadas, Figueira da Foz;Alhadas  ;3090 - 401 figueira da foz;Alhadas;40.190823;-8.788883;605017;
Escola Básica Poeta Manuel da Silva Gaio, Santa Clara, Coimbra;Rua Luis António Verney  ;3040 - 259 coimbra;Coimbra;40.208626;-8.437028;603052;
Escola Básica Prof. Alberto Nery Capucho, Marinha Grande;R. Fernando Pessoa, Apartado 305 - Embra  ;2430 - 000 marinha grande;Marinha Grande;39.7442;-8.919114;1010674;
Escola Básica Prof. Francisco Veríssimo, Marinha Grande;R. Carlos da Silva Couceiro  ;2430 - 395 marinha grande;Ordem;39.742435;-8.938403;1010588;
Escola Básica Professor Artur Nunes Vidal, Fermentelos, Águeda;R. Bela Vista  ;3750 - 430 fermentelos;Fermentelos;40.557827;-8.528682;101083;
Escola Básica Professor Doutor António Sena Faria de Vasconcelos, Castelo Branco;Qt. da Carapalha  ;6000 - 320 castelo branco;Castelo Branco;39.81404;-7.4819956;502392;
Escola Básica Professor Doutor Carlos Mota Pinto, Lajeosa do Dão, Tondela;Rua do Ciclo  ;3460 - 153 lajeosa tnd;Lajeosa do Dão;40.54012;-7.9852357;1821268;
Escola Básica Professor Doutor Egas Moniz, Avanca, Estarreja;Rua do Morgado, 120  ;3860 - 127 avanca;Avanca-Estarreja;40.81054;-8.577335;108614;
Escola Básica Professor Doutor Ferrer Correia, Senhor da Serra, Miranda do Corvo;Rua Fonte dos Castanheiros  ;3220 - 431 semide;Senhor da Serra;40.15946;-8.345173;609819;
Escola Básica Professor Mendes Ferrão, Coja, Arganil;Av. Padre José Vicente  ;3305 - 110 coja;Coja;40.26969;-7.9863124;601215;
Escola Básica Professor Rolando de Oliveira, Abraveses, Viseu;Rua Professor Cristóvão Moreira Figueiredo  ;3515 - 111 viseu;Abraveses;40.668777;-7.9267673;14490;
Escola Básica Pêro da Covilhã, Covilhã;Rua Dr Manuel Castro Martins  ;6201 - 009 covilhã;Covilhã;40.274715;-7.50124;503639;
Escola Básica Rainha Santa Isabel, Carreira, Leiria;Rua da Quinta, nº 148  ;2425 - 281 carreira lra;Carreira;39.869286;-8.841268;1009182;
Escola Básica Rainha Santa Isabel, Pedrulha, Coimbra;Ponte de Eiras  ;3020 - 324 coimbra;Coimbra;40.251747;-8.440665;603177;
Escola Básica Rio Novo do Príncipe, Cacia, Aveiro;Av. Manuel Álvaro Lopes Pereira  ;3800 - 000 aveiro;Cacia;40.681038;-8.599328;105888;
Escola Básica Rui Martins, Figueira da Foz;R. Bartolomeu Dias  ;3080 - 046 figueira da foz;Figueira da Foz;40.150425;-8.849753;605519;
Escola Básica Santa Teresinha, Fundão;R. Vasco da Gama  ;6230 - 375 fundão;Fundão;40.139503;-7.498067;504353;
Escola Básica Santa Zita, Guarda;R. Pedro Álvares Cabral  ;6300 - 745 guarda;Guarda;40.537468;-7.264502;907139;
Escola Básica Serra da Gardunha, Fundão;Bairro Santa Isabel  ;6230 - 297 fundão;Fundão;40.13318;-7.5060115;504507;
Escola Básica São Nuno de Santa Maria, Cernache do Bonjardim, Sertã;Rua Mário Cercal  ;6100 - 251 cernache do bonjardim;Cernache do Bonjardim;39.815468;-8.184812;509001;
Escola Básica Visconde de Salreu, Estarreja;Rua Professor Marques Lemos  ;3860 - 247 estarreja;Salreu;40.73611;-8.55738;297045;
Escola Básica de A-do-Barbas, Leiria;R. Principal  ;2405 - 001 maceira lra;A-do-Barbas;39.67579;-8.918686;1009952;
