nome;morada;postal;localidade;lat;lng;codigo;
A.P.A.C.D.M. de Évora;Quinta do Escurinho - Apartado 431  ;7000 - 502 évora;Évora;38.5653;-7.931904;705266;
A.P.P.A.C.D.M. de Moura;Avenida do Carmo N.º 3    -    Apartado 105  ;7860 - 195 moura;Moura;38.143135;-7.4526143;210558;
ADBES - Associação Desenvolvimento e Bem Estar Social da Cruz da Picada;Bairro Cruz da Picada, Lote 15  ;7000 - 772 évora;Malagueira;38.567966;-7.929181;705272;
APPACDM de Elvas;Av.Bombeiros Voluntários de Elvas - Apart. 353  ;7350 - 190 elvas;Elvas;38.869095;-7.1600924;1207494;
Academia de Música de Elvas - Manuel Rodrigues Coelho;Rua de Olivença, nº 14- Apartado 151  ;7350 - 106 elvas;Elvas;38.878742;-7.1626353;1207134;
Ass. Escolinha de Arte;R. Ferreira de Castro, 10 - Bº do Granito  ;7000 - 716 bairro do granito;Bairro do Granito;38.586033;-7.9144316;705958;
Ass.Sócio-Cultural Terapeutica de Évora - Lar Escola S.Francisco de Assis;Lugar do Zambujinho  ;7005 - 132 azaruja;Évora;38.66949;-7.767759;705670;
Associação Apoio Desenvolvimento Integrado Ermidas do Sado;R. 10 - Edifício da Cantina Escolar  ;7565 - 210 ermidas-sado;Ermidas do Sado;38.005287;-8.415786;1509022;
Associação Beneficiência dos Amigos de Terrugem;Rua das Laranjeiras -Bairro de S. António  ;7350 - 491 terrugem elv;Terrugem;38.845028;-7.347423;1207642;
Associação Centro Infantil de S. Manços;Av. Eugénio de Almeida, nº 1  ;7005 - 721 são manços;S. Manços;38.460926;-7.750825;705138;
Associação da Creche e Jardim Infancia de Évora;R. de Machede, 8  ;7000 - 864 évora;Évora;38.57168;-7.903853;705882;
Associação da Creche e Jardim de Infância e Centro de Dia;Casebres  ;7580 - 551 são martinho asl;Casebres;38.527367;-8.495548;1501993;
Associação de Assistência de Vila Boim;Largo D. João Aboim, nº 4  ;7350 - 501 vila boim;Vila Boim;38.86184;-7.274544;1207630;
Associação de Paralisia Cerebral de Évora;Av. Dinis Miranda,  n.º 23  ;7000 - 751 évora;Évora;38.565483;-7.906396;705917;
CERCI - Cooperativa de Educação e Reabilitação de Crianças Inadaptadas de Portalegre, C.R.L;Rua 15 de Maio, Apartado 215  ;7300 - 207 portalegre;Portalegre;39.288887;-7.4283776;1214908;
CERCIBEJA Coop. Educ. Reab. Crianças Inadaptadas;Qt. dos Britos  ;7800 - 242 beja;Beja;38.036118;-7.8707867;205057;
CERCICOA Coop. Educ. Reab. Cr. Inadaptadas;Estrada de S. Barnabé,28  ;7700 - 015 almodôvar;Almodôvar;37.50982;-8.063968;202998;
CERCIDIANA Coop. para a Educação, Reabilitação e Inserção de Cidadãos Inadaptados;Quinta do Feijão ao Espinheiro - Apartado 92  ;7000 - 000 évora;Évora;38.59471;-7.8941813;705090;
CERCIESTREMOZ Coop. Ed. R. Cri. Inadaptadas;Qt. de Stº Antão  ;7100 - 000 estremoz;Estremoz;38.82734;-7.585424;704884;
CERCISIAGO Coop. P. Educ. Reab. C. Inadaptadas;Rua das Nogueiras  ;7540 - 193 santiago do cacém;Santiago do Cacém;38.01157;-8.695421;1509712;
CRIPS C. de Recuperação Infantil;Av. Manuel Pires Filipe  ;7400 - 223 ponte de sor;Ponte de Sor;39.251026;-8.006871;1213077;
Casa Sagrado Coração de Jesus;Estr. da Chainha - Quinta do Pio  ;7000 - 213 canaviais;Canaviais;38.60704;-7.916336;705990;
Centro Comunitário Pastorinhos de Fátima;Rua do Frei Aleixo - Bairro do Frei Aleixo -  ;7005 - 430 évora;Évora;38.586292;-7.899834;705084;
Centro Infantil Augusto Piteira;Rua Subtenente António Piteira  ;7040 - 114 arraiolos;Ilhas;38.717823;-7.970185;702983;
Centro Infantil Coronel Sousa Tavares;R. Pedro Alvares Cabral  ;7800 - 509 beja;Beja;38.010155;-7.8611145;205030;
Centro Infantil Irene Lisboa;Pátio do Salema, 20  ;7000 - 818 évora;Évora;38.570793;-7.9073453;705194;
Centro Infantil Nossa Senhora do Carmo;Largo de Santa Clara, nº 18  ;7860 - 202 moura;Moura;38.138615;-7.4501467;210356;
Centro Infantil Nª Sra. da Saúde;R. Simão Farinha, 6  ;7170 - 032 redondo;Redondo;38.645557;-7.546778;710044;
Centro Infantil Palmo e Meio;Rua Catarina Eufémia, 1  ;7005 - 320 évora;Horta das Figueiras;38.561176;-7.910741;705405;
Centro Infantil da Stª Cª Misericórdia;Praça do Município, nº 17  ;6050 - 358 nisa;Nisa;39.51864;-7.650048;1212555;
Centro Infantil da Stª Cª Misericórdia;Rua Salgueiro Maia,  nº 81-A  ;7430 - 000 crato;Crato;39.29126;-7.64441;1206020;
Centro Infantil de Alcácer;Estrada Nacional, Nº 5 Junto ao Jardim Público  ;7580 - 103 alcácer do sal;Alcácer do Sal;38.369408;-8.500826;1501746;
Centro Infantil de Ferreira do Alentejo;Rua Professor Mariano Feio  ;7900 - 564 ferreira do alentejo;Ferreira do Alentejo;38.06468;-8.116605;208515;
"Centro Infantil de Sines ""A Conchinha""";Quinta de S. Sebastião  ;7520 - 148 sines;Sines;37.95469;-8.8627;1513143;
Centro Infantil do Lousal;Mina do Lousal  ;7570 - 006 azinh barros s mam sádão;Mina do Lousal;38.033184;-8.428981;1505353;
Centro Infantil-Instituto Jean Piaget;Bairro das Flores, Apartado 38  ;7501 - 909 santo andré;Santo André;38.051453;-8.784809;1509092;
"Centro Social Infantil ""O Girassol""";R. Olivença, 12  ;7300 - 149 portalegre;Portalegre;39.294292;-7.4290752;1214862;
Centro Social Nossa Senhora do Paço;Largo do Conde nº 14  ;7350 - 431 barbacena;Barbacena;38.960785;-7.297935;1207616;
Centro Social Paroquial de Santo André;Estrada Nacional, 18 - Ao Gil  ;7100 - 075 estremoz;Estremoz;38.84661;-7.592838;704010;
Centro Social Paroquial de Stº António de Lavre;R. Bernardino Machado, nº 5  ;7050 - 467 lavre;Lavre;38.77425;-8.370605;706721;
Centro Social e Jardim Infantil de S. Cristóvão;Rua 25 de Abril - Bairro do Atalaião  ;7300 - 023 portalegre;Portalegre;39.291584;-7.4241023;1214278;
Centro Social e Paroquial de S. João de Deus;R. S. João Bosco - Bairro de Almeirim  ;7005 - 604 évora;Évora;38.54549;-7.898623;705630;
Centro Social e Paroquial de S. Paulo;R. Estrela Faria, nº 14  ;7000 - 483 évora;Évora;38.554325;-7.927317;705932;
Centro da Ass. Port. Paralisia Cerebral;R. Cidade de S. Paulo, Apartado 5  ;7800 - 000 beja;Beja;38.00529;-7.8549886;205178;
Centro de Actividade Infantil;R. Gabriel Victor de Monte Pereira, 21-1º-Esq.  ;7000 - 533 évora;Évora;38.572224;-7.912007;705776;
Centro de Reabilitação e Formação Profissional - Cerciportalegre;Zona Industrial - Painel da Estação de Serviço, Caixa 4  ;7320 - 305 castelo de vide;Castelo de Vide;39.423275;-7.4921284;1205209;
Centro de Recuperação de Menores de Assumar;Rua Francisco Velez de Peso  ;7450 - 000 monforte;Assumar;39.140686;-7.384374;1211010;
Cercigrândola-Coop.Educação e Reabilitação de Crianças Inadaptadas;Rua Vitor Manuel Ribeiro da Rocha  ;7570 - 113 grândola;Grândola;38.173164;-8.5688;1505270;
Colégio Estrela do Mar;Urb. Quinta do Meio, Lote 2  R/C;;;;;;
0;7520 - 080 sines;Sines;37.953644;-8.85492;1513213;;
Colégio Luso-Britânico;Av. das Forças Armadas nº 2 - Bairro Sta Luzia  ;7350 - 095 elvas;Elvas;38.87398;-7.164825;1207112;
Colégio Salesianos - Évora;Av. São João Bosco, 4  ;7000 - 766 évora;Évora;38.57143;-7.9165344;705740;
Colégio de Laura Vicuña;Av. 25 de Abril, nº 15  ;7080 - 134 vendas novas;Vendas Novas;38.674088;-8.455504;712805;
Colégio de Nossa Senhora da Graça;R. Custódio Bráz Pacheco  ;7645 - 256 vila nova de milfontes;Vila Nova de Milfontes;37.72515;-8.780318;211889;
Conservatório Regional de Évora - Eborae Musica;Convento Remédios-Av. S.Sebastião-Apart 2126  ;7000 - 000 évora;Évora;38.569836;-7.9150004;705878;
Conservatório Regional do Alto Alentejo;Rua da Caridade, 17 - Apartado 129  ;7200 - 399 reguengos de monsaraz;Reguengos de Monsaraz;38.42557;-7.535544;711331;
Conservatório Regional do Baixo Alentejo;Praça da República - Apart. 281  ;7800 - 427 beja;Beja;38.015633;-7.865401;205268;
Conservatório Regional do Baixo Alentejo (Deleg. de Moura);Rua da República, nº 31  ;7860 - 245 moura;Moura;38.141697;-7.449444;210112;
Conservatório Regional do Baixo Alentejo (Delegação de Castro Verde);Rua da Liberdade  ;7780 - 000 castro verde;Castro Verde;37.70226;-8.088235;206095;
Coopberço - Cooperativa de Prestação de Serviços à Infância, CRL;R. de Aviz, 87  ;7000 - 591 évora;Évora;38.57473;-7.910098;705561;
Coração Delta - Associação de Solidariedade Social;Rua do Brasil, 4  ;7370 - 000 ;Nossa Senhora da Expectação;39.012806;-7.0636134;1204753;
Creche e Jardim Infantil D. Ana Angélica da Silveira da Stª Casa da Misericórdia de Borba;Av. Quinta da Prata Edíficio 2  ;7150 - 154 borba;Borba;38.8051;-7.463195;703448;
Creche e Jardim de Infância O Comboio;Avenida 5 de Outubro  ;7565 - 000 ermidas-sado;Alvalade;37.936928;-8.392461;1509840;
Creche e Jardim de Infância da Stª Casa da Misericórdia de Ourique;R. Bombeiros Voluntários   ;7670 - 262 ourique;Ourique;37.652863;-8.227463;212190;
Creche e Jardim de Infância de Grândola;R. D. Afonso Henriques  ;7570 - 236 grândola;Grândola;38.177574;-8.562537;1505648;
Creche jardim de Infância Margalice;Rua Doutoura Isabel de Castro, 5 - Bairro Casinha  ;7005 - 515 évora;Évora;38.55611;-7.926047;705535;
Creche-Jardim Infantil 25 de Abril;R. Bartolomeu Dias, 20  ;7080 - 121 vendas novas;Vendas Novas;38.6761;-8.469597;712488;
EPEI A-do-Pinto, Serpa;Rua da Liberdade nº50  ;7830 - 011 vila nova de são bento;A-do-Pinto;null;null;50213002;
EPEI Figueira e Barros, Avis;R. Afonso Costa  ;7480 - 351 figueira e barros;Figueira e Barros;null;null;51203003;
EPEI S. Miguel de Machede, Évora;R. Évora, 14  ;7005 - 799 s. miguel de machede;S. Miguel de Machede;null;null;50705001;
EPEI Vales Mortos, Serpa;Vales Mortos  ;7830 - 000 serpa;Vales Mortos;null;null;50213004;
EPEI de Mombeja/Trigaches, Beja;Avª 25 de Abril  ;7800 - 641 mombeja;Mombeja;null;null;50205003;
EPEI de Palma, Alcácer do Sal;Herdade de Palma  ;7580 - 325 alcácer do sal;Alcácer do Sal;null;null;51501002;
EPEI de São Bartolomeu da Serra, Santiago do Cacém;Av. 25 de Abril  ;7540 - 321 são bartolomeu da serra;S. Bartolomeu da Serra;null;null;51509003;
EPEI do Roncão, Santiago do Cacém;Vendas do Roncão  ;7540 - 068 santiago do cacém;Roncão;null;null;51509004;
ERECA-Esc.Reab.e Ensino Crianças Adolescentes;Av. Dr. José António Almeida, n.º 14 - Apart 61  ;7200 - 372 reguengos de monsaraz;Reguengos de Monsaraz;38.423615;-7.5362296;711335;
Engenho e Arte - Associação de Defesa e Valorização de Messejana;Rua do Engenho 6  ;7600 - 337 messejana;Messejana;37.83415;-8.244139;201309;
Escola Básica Ana Maria Ferreira Gordo, Crato;Tapada da Câmara-Apart. nº 28  ;7430 - 000 crato;Crato;39.290653;-7.650281;1206960;
Escola Básica André de Resende, Évora;Avenida Gago Coutinho  ;7005 - 135 évora;Évora;38.5731;-7.8958945;705389;
Escola Básica Aviador Brito Paes, Colos, Odemira;Cerca do Vale da Rosa  ;7630 - 329 colos;Colos;37.733055;-8.46557;211774;
Escola Básica Bernardim Ribeiro, Alcácer do Sal;Lg. de S. Francisco, 6  ;7595 - 102 torrão;Torrão;38.293697;-8.223785;1501443;
Escola Básica Conde de Vilalva, Évora;Avenida António Barata - Bairro das Pites  ;7005 - 621 évora;Évora;38.58465;-7.9086266;705009;
Escola Básica Cristóvão Falcão, Portalegre;Avenida do Bonfim - Apartado 69  ;7300 - 067 portalegre;Portalegre;39.300323;-7.433022;1214675;
Escola Básica D. Jorge de Lencastre, Grândola;Avenida António Inácio da Cruz  ;7570 - 185 grândola;Grândola;38.173077;-8.561268;1505207;
Escola Básica D. João IV, Vila Viçosa;Rua Horta do Reguengo  ;7160 - 000 vila viçosa;Vila Viçosa;38.781654;-7.425807;714910;
Escola Básica D. João de Portel, Portel;R. de S. Paulo  ;7220 - 401 portel;Portel;38.309208;-7.7069426;709026;
Escola Básica Damião de Odemira, Odemira;Horta dos Reis - Apartado 25  ;7630 - 909 odemira;Odemira;37.59861;-8.632752;211289;
Escola Básica Diogo Lopes Sequeira, Alandroal;Tapada da Alfarrobeira  ;7250 - 101 alandroal;Alandroal;38.70511;-7.403481;701167;
Escola Básica Dr. António Colaço, Castro Verde;R. Luís Vaz de Camões, 2  ;7780 - 197 castro verde;Castro Verde;37.702106;-8.091432;206824;
Escola Básica Dr. Manuel Brito Camacho, Aljustrel;Rua de Beja - Apartado 19  ;7600 - 032 aljustrel;Aljustrel;37.881462;-8.161008;201450;
Escola Básica Dr. Manuel Magro Machado, Santo António das Areias, Marvão;Bairro da Junta de Freguesia  ;7330 - 253 santo antónio das areias;Santo António das Areias;39.4137;-7.3512535;1210943;
Escola Básica Engenheiro Manuel R. Amaro da Costa, São Teotónio, Odemira;Apartado 84  ;7630 - 000 odemira;S. Teotónio;37.51084;-8.705423;211975;
Escola Básica Fialho de Almeida, Cuba;Largo da Feira  ;7940 - 000 cuba;Cuba;38.17093;-7.892577;207320;
Escola Básica Frei André da Veiga, Santiago do Cacém;Rua 1º de Maio  ;7540 - 145 santiago do cacém;Santiago do Cacém;38.02146;-8.694788;1509558;
Escola Básica Frei António Chagas, Vidigueira;Estrada da Circunvalação  ;7960 - 212 vidigueira;Vidigueira;38.208122;-7.80643;214039;
Escola Básica Frei Manuel Cardoso, Fronteira;Largo da Estação  ;7460 - 000 fronteira;Fronteira;39.047783;-7.6450787;1208312;
Escola Básica Garcia da Orta, Castelo de Vide;Estrada da Boavista  ;7320 - 202 castelo de vide;Castelo de Vide;39.4127;-7.45112;1205172;
Escola Básica José Régio, Portalegre;Rua João Villaret - Apartado 228  ;7300 - 190 portalegre;Portalegre;39.2837;-7.4255977;1214630;
Escola Básica João Pedro de Andrade, Ponte de Sôr;Tapada do Telheiro  ;7400 - 254 ponte de sor;Ponte de Sor;39.245823;-8.011926;1213757;
Escola Básica Manuel Ferreira Patrício, Évora;Av. Engº Arantes de Oliveira  ;7000 - 758 évora;Évora;38.574154;-7.9241643;705306;
Escola Básica Mestre de Avis, Avis;Estrada Nacional nº 244  ;7480 - 155 avis;Avis;39.052692;-7.894141;1203036;
Escola Básica Nossa Senhora da Luz, Arronches;Rua Dr. Edmundo Curvelo  ;7340 - 029 arronches;Arronches;39.118637;-7.287081;1202143;
Escola Básica Padre Bento Pereira, Borba;Avenida Bombeiros Voluntários  ;7150 - 101 borba;Borba;38.802483;-7.4544473;703591;
Escola Básica Padre Joaquim Maria Fernandes, Sousel;Tapada da Portagem  ;7470 - 203 sousel;Sousel;38.955013;-7.6735;1215987;
Escola Básica Pedro Nunes, Alcácer do Sal;Bairro do Morgadinho  ;7580 - 210 alcácer do sal;Alcácer do Sal;38.376087;-8.514595;1501116;
Escola Básica Prof. Arménio Lança, Santiago do Cacém;R. Soeiro Pereira Gomes  ;7565 - 070 alvalade;Alvalade;37.9347;-8.395271;1509985;
Escola Básica Sebastião da Gama, Estremoz;R. General Humberto Delgado  ;7100 - 123 estremoz;Estremoz;38.84837;-7.5902476;704719;
Escola Básica São João Batista, Campo Maior;Avenida General Humberto Delgado  ;7370 - 106 campo maior;Campo Maior;39.0158;-7.070375;1204462;
Escola Básica São João de Deus, Montemor-o-Novo;Rua Dr. Adriano Vaz Velho  ;7050 - 147 montemor-o-novo;Montemor-o- Novo;38.64628;-8.209289;706800;
Escola Básica Vasco da Gama, Sines;R. da Reforma Agrária  ;7520 - 189 sines;Sines;37.960205;-8.872012;1513632;
Escola Básica da Avenida Heróis do Ultramar, Évora;Av. Heróis do Ultramar  ;7000 - 720 évora;Évora;38.566975;-7.895182;705083;
Escola Básica da Avenida, Campo Maior;Lg. dos Carvajaes  ;7370 - 110 campo maior;Campo Maior;39.01406;-7.0698867;1204066;
Escola Básica da Boa Fé, Elvas;Bairro da Boa Fé  ;7350 - 215 elvas;Elvas;38.883892;-7.158734;1207291;
Escola Básica da Calçadinha, Elvas;Calcadinha  ;7350 - 466 elvas;Calçadinha;38.882244;-7.2117214;1207204;
Escola Básica da Comenda, Gavião;R. D. Delfina Pequito Rebelo  ;6040 - 041 comenda;Comenda;39.401497;-7.781178;1209473;
Escola Básica da Cooperativa, Campo Maior;Av. António Sérgio  ;7370 - 090 campo maior;Campo Maior;39.020046;-7.0657516;1204666;
Escola Básica da Corredoura, Portalegre;Parque Miguel Bombarda - Jardim da Corredoura  ;7300 - 107 portalegre;Portalegre;39.295715;-7.4278426;1214239;
Escola Básica da Cruz da Picada, Évora;Bairro da Cruz da Picada  ;7000 - 772 évora;Évora;38.567577;-7.9280972;705326;
Escola Básica da Fonte Nova, Campo Maior;Estrada da Fonte Nova  ;7370 - 201 campo maior;Campo Maior;39.01424;-7.074432;1204334;
Escola Básica da Horta das Figueiras, Évora;Bairro da  Horta das Figueiras  ;7005 - 292 évora;Évora;38.561153;-7.9101186;705253;
Escola Básica da Mata, Estremoz;Av. Dr. Marques Crespo  ;7100 - 101 estremoz;Estremoz;38.838116;-7.5825925;704561;
Escola Básica da Porta Nova, Moura;Lg. José Mª dos Santos  ;7860 - 008 moura;Moura;38.138573;-7.448044;210788;
Escola Básica da Praceta, Portalegre;"Praceta de ""Os Lusíadas""  ";7300 - 113 portalegre;Portalegre;39.30191;-7.432445;1214945;
Escola Básica da Quinta da Vista Alegre, Évora;R. Fundação C.Gulbenkian -Qta da Vista Alegre  ;7000 - 848 évora;Évora;38.57729;-7.920299;705065;
Escola Básica da Raposeira, Elvas;Estrada da Raposeira  ;7350 - 408 elvas;Elvas;38.885612;-7.1794767;1207513;
Escola Básica das Fontainhas, Elvas;Estacao dos Caminhos de Ferro  ;7350 - 227 elvas;Elvas;38.89512;-7.141816;1207859;
Escola Básica de Abade Correia da Serra, Serpa;Rua Dr Edgar Pires Valadas  ;7830 - 479 serpa;Serpa;37.939426;-7.59176;213372;
Escola Básica de Abela, Santiago do Cacém;R. de Santiago, 22  ;7540 - 011 abela;Abela;38.00123;-8.559587;1509622;
Escola Básica de Aguiar, Viana do Alentejo;Escola de Aguiar  ;7090 - 000 viana do alentejo;Aguiar;38.391693;-7.967899;713884;
Escola Básica de Alagoa, Portalegre;R. Prof. Manuel Cândido  ;7300 - 301 alagoa;Alagoa - Portalegre;39.360294;-7.538365;1214421;
Escola Básica de Albernoa, Beja;Rua Dr. José Luís Saramago  ;7800 - 601 albernoa;Albernoa;37.86242;-7.957464;205354;
Escola Básica de Alcáçova, Elvas;R. dos Quarteis  ;7350 - 178 elvas;Elvas;38.881714;-7.1647587;1207154;
Escola Básica de Alcáçovas, Viana do Alentejo;Urb. Chão do Mocho  ;7090 - 000 viana do alentejo;Alcáçovas;38.390293;-8.150032;713124;
Escola Básica de Alcôrrego, Avis;R. da Escola  ;7480 - 028 alcórrego;Alcórrego;39.01922;-7.911705;1203678;
Escola Básica de Aldeia Nova de São Lourenço, Grândola;Canal Caveira  ;7570 - 107 grândola;Canal Caveira;38.133537;-8.48796;1505265;
Escola Básica de Aldeia da Luz, Mourão;Rua da Escola  ;7240 - 100 luz mou;Luz;38.344055;-7.374029;708494;
Escola Básica de Aldeia do Futuro, Grândola;R. 25 de Abril  ;7570 - 165 grândola;Aldeia do Futuro;38.19194;-8.553514;1505727;
Escola Básica de Aldeia dos Chãos, Santiago do Cacém;Aldeia dos Chãos  ;7540 - 060 santiago do cacém;Aldeia dos Chãos;37.98981;-8.690435;1509884;
Escola Básica de Aldeia dos Fernandes, Almodôvar;Av. 25 de Abril  ;7700 - 301 aldeia dos fernandes;Ald. Fernandes;37.5708;-8.169396;202509;
Escola Básica de Alegrete, Portalegre;R. do Jardim  ;7300 - 335 alegrete;Alegrete;39.24077;-7.3228006;1214362;
Escola Básica de Alfundão, Ferreira do Alentejo;Rua das Escolas  ;7900 - 028 alfundão;Alfundão;38.11721;-8.064169;208319;
Escola Básica de Algodor, Mértola;Algodor  ;7750 - 014 alcaria ruiva;Algodor;37.744293;-7.793629;209448;
Escola Básica de Aljustrel;Travessa dos Jungueiros  ;7600 - 032 aljustrel;Aljustrel;37.88177;-8.1621;201001;
Escola Básica de Almodôvar;R. das Escolas  ;7700 - 044 almodôvar;Almodôvar;37.510174;-8.061035;202916;
Escola Básica de Alter do Chão;R. do Reguengo  ;7440 - 076 alter do chão;Alter do Chão;39.201855;-7.6613655;1201957;
Escola Básica de Amareleja, Moura;Lg das Flores  ;7885 - 068 amareleja;Amareleja;38.204155;-7.223364;210453;
Escola Básica de Ameiras de Cima, Grândola;Ameiras de Cima  ;7570 - 000 grândola;Ameiras de Cima;38.22074;-8.556443;1505033;
Escola Básica de Ammaia, Portagem, Marvão;R. das Escolas  ;7330 - 328 são salvador da aramenha;Portagem;39.38387;-7.3870826;1210789;
Escola Básica de Arcos, Estremoz;R. da Estação  ;7100 - 011 arcos etz;Arcos;38.833496;-7.5155478;704704;
Escola Básica de Arraiolos;Rua Cinco de Outubro  ;7040 - 025 arraiolos;Arraiolos;38.725174;-7.9911;702692;
Escola Básica de Arronches;R. Dr. Edmundo Curvelo  ;7340 - 029 arronches;Arronches;39.119766;-7.286723;1202622;
Escola Básica de Assumar, Monforte;R. da Estação  ;7450 - 000 monforte;Assumar;39.140617;-7.391761;1211607;
Escola Básica de Atalaião, Portalegre;Rua Pedro Castro da Silveira  ;7300 - 022 portalegre;Portalegre;39.29188;-7.4213724;1214967;
Escola Básica de Avis;R. de António José de Almeida  ;7480 - 123 avis;Avis;39.05535;-7.890493;1203645;
Escola Básica de Azaruja, Évora;R. João José Perdigão, 20  ;7005 - 119 azaruja;Azaruja;38.70506;-7.780918;705469;
Escola Básica de Bairro 25 de Abril, Moura;Bairro 25 de Abril  ;7860 - 000 moura;Moura;38.13852;-7.4568667;210954;
Escola Básica de Baleizão, Beja;Rua Francisco Miguel Duarte  ;7800 - 611 baleizão;Baleizão;38.024944;-7.7186418;205058;
Escola Básica de Barbacena, Elvas;Caminho de Vila Fernando  ;7350 - 431 barbacena;Barbacena;38.958694;-7.2963963;1207815;
Escola Básica de Barrancos;Rua de Angola  ;7230 - 003 barrancos;Barrancos;38.13294;-6.9787507;204506;
Escola Básica de Benavila, Avis;Largo do Asilo  ;7480 - 206 benavila;Benavila;39.10769;-7.8702774;1203496;
Escola Básica de Bencatel, Vila Viçosa;R. General Humberto Delgado  ;7160 - 050 bencatel;Bencatel;38.744408;-7.454844;714458;
Escola Básica de Beringel, Beja;R. Dr. Carlos Moreira, 27  ;7800 - 812 beringel;Beringel;38.054756;-7.9817996;205657;
Escola Básica de Bicos, Odemira;Rua de Acácio Guerreiro de Melo  ;7630 - 711 bicos;Bicos;37.818573;-8.508169;211860;
Escola Básica de Boavista dos Pinheiros, Odemira;Rua da Escola  ;7630 - 033 boavista dos pinheiros;Boavista dos Pinheiros;37.581905;-8.66557;211412;
Escola Básica de Bombeiros Voluntários, Moura;Av. dos Bombeiros Voluntários  ;7860 - 107 moura;Moura;38.14024;-7.456086;210266;
Escola Básica de Borba;Av. Luis de Camões  ;7150 - 000 borba;Borba;38.804123;-7.4534087;703048;
Escola Básica de Boticos, Santiago do Cacém;Rua 1º de Maio  ;7540 - 021 abela;Foros do Arealão;38.00277;-8.484922;1509802;
Escola Básica de Brejão, Odemira;Brejão  ;7630 - 569 são teotónio;Brejão;37.482704;-8.769292;211299;
Escola Básica de Brescos, Santiago do Cacém;Brescos  ;7500 - 014 vila nova de santo andré;Brescos;38.10196;-8.768594;1509413;
Escola Básica de Brinches, Serpa;R. da Estrada de Serpa  ;7830 - 123 brinches;Brinches;38.034233;-7.6073623;213551;
Escola Básica de Brunheiras, Odemira;Brunheiras  ;7645 - 023 vila nova de milfontes;Vila Nova Milfontes;37.751717;-8.756821;211180;
Escola Básica de Cabeça Gorda, Beja;Av. Alonso Gomes  ;7800 - 631 cabeça gorda;Cabeça Gorda;37.926556;-7.792014;205679;
Escola Básica de Cabeço de Vide, Fronteira;Av. da Libertação, 71  ;7460 - 002 cabeço de vide;Cabeço de Vide;39.12931;-7.5865793;1208333;
Escola Básica de Cabeção, Mora;Rua do Cemitério - Bairro João Lopes Aleixo  ;7490 - 055 cabeção;Cabeção;38.95002;-8.074405;707284;
Escola Básica de Cabrela, Montemor-o-Novo;R. Dr. Gama Franco  ;7050 - 000 montemor-o-novo;Cabrela;38.599247;-8.460745;706070;
Escola Básica de Cadoços, Grândola;Bairro dos Cadoços  ;7570 - 106 grândola;Cadoços;38.16778;-8.524836;1505667;
Escola Básica de Caia e Nave Longa, Portalegre;Beco da Escola  ;7300 - 561 urra;Caia e Nave Longa;39.24475;-7.3683376;1214246;
Escola Básica de Campinho, Reguengos de Monsaraz;R. da Igreja  ;7200 - 515 campinho;Campinho;38.36768;-7.469457;711624;
Escola Básica de Campos dos Infantes, Vendas Novas;Campos dos Infantes  ;7080 - 000 vendas novas;Vendas Novas;38.686607;-8.488151;712494;
Escola Básica de Canhestros, Ferreira do Alentejo;Rua da Escola Nova  ;7900 - 000 ferreira do alentejo;Canhestros;38.03481;-8.287635;208366;
Escola Básica de Cano, Sousel;Av. do Rancho Folclórico  ;7470 - 022 cano;Cano;38.96275;-7.7615895;1215494;
Escola Básica de Carrascal, Vila Viçosa;R. Alferes Marcelino  ;7160 - 281 vila viçosa;Vila Viçosa;38.78026;-7.421314;714901;
Escola Básica de Carvalhal, Grândola;Rua do Paul  ;7570 - 779 carvalhal gdl;Carvalhal;38.3101;-8.744444;1505913;
Escola Básica de Casa Branca, Sousel;Largo Dr. Mâncio Canelas  ;7470 - 119 casa branca;Casa Branca;38.948128;-7.805939;1215016;
Escola Básica de Casebres, Alcácer do Sal;Largo da Igreja  ;7580 - 551 são martinho asl;Casebres;38.527325;-8.494597;1501668;
Escola Básica de Castelo de Vide;Est. da Boavista  ;7320 - 202 castelo de vide;Castelo de Vide;39.413334;-7.4516363;1205446;
Escola Básica de Ciborro, Montemor-o-Novo;Ciborro  ;7050 - 611 ciborro;Ciborro;38.802208;-8.229514;706207;
Escola Básica de Comporta, Alcácer do Sal;Rua da Escola  ;7580 - 630 comporta;Comporta;38.383167;-8.78618;1501495;
Escola Básica de Corte do Pinto, Mértola;Rua Dr. Santos Martins  ;7750 - 102 corte do pinto;Corte do Pinto;37.702015;-7.4787717;209352;
Escola Básica de Cortiçadas do Lavre, Montemor-o-Novo;Bairro das Cortiçadas  ;7050 - 636 cortiçadas de lavre;Cortiçadas do Lavre;38.802895;-8.411952;706064;
Escola Básica de Cruz de João Mendes, Santiago do Cacém;Cruz de João Mendes  ;7540 - 551 são francisco da serra;Cruz de João Mendes;38.090397;-8.63951;1509253;
Escola Básica de Deixa-o-Resto, Santiago do Cacém;Deixa-o-Resto  ;7500 - 018 vila nova de santo andré;Deixa-o-Resto;38.071865;-8.747246;1509647;
Escola Básica de Entradas, Castro Verde;R. de Aljustrel  ;7780 - 170 castro verde;Entradas;37.77691;-8.014418;206710;
Escola Básica de Ermidas do-Sado, Santiago do Cacém;Rua 25 de Abril  ;7565 - 210 ermidas-sado;Ermidas-Sado;38.007175;-8.41199;1509876;
Escola Básica de Ervedal, Avis;R. das Escolas  ;7480 - 000 avis;Ervedal;39.043686;-7.8116403;1203057;
