nome;lat;lng;link
Câmara Municipal de Santa Cruz das Flores;39.08333;-28.01667;http://portalnacional.com.pt/entidade/camara-municipal-de-santa-cruz-das-flores-226/
Câmara Municipal de Santa Marta de Penaguião;41.22681;-7.78189;http://portalnacional.com.pt/entidade/camara-municipal-de-santa-marta-de-penaguiao-227/
Câmara Municipal de Santana;32.76667;-16.85000;http://portalnacional.com.pt/entidade/camara-municipal-de-santana-228/
Câmara Municipal de Santarém;39.28823;-8.73996;http://portalnacional.com.pt/entidade/camara-municipal-de-santarem-229/
Câmara Municipal de Santiago do Cacem;37.90329;-8.58672;http://portalnacional.com.pt/entidade/camara-municipal-de-santiago-do-cacem-230/
Câmara Municipal de Santo Tirso;41.37076;-8.45671;http://portalnacional.com.pt/entidade/camara-municipal-de-santo-tirso-231/
Câmara Municipal de São João da Madeira;40.90238;-8.48950;http://portalnacional.com.pt/entidade/camara-municipal-de-sao-joao-da-madeira-232/
Câmara Municipal de São João da Pesqueira;41.10037;-7.36389;http://portalnacional.com.pt/entidade/camara-municipal-de-sao-joao-da-pesqueira-233/
Câmara Municipal de São Pedro do Sul;40.78618;-8.03089;http://portalnacional.com.pt/entidade/camara-municipal-de-sao-pedro-do-sul-234/
Câmara Municipal de São Vicente;32.80000;-17.05000;http://portalnacional.com.pt/entidade/camara-municipal-de-sao-vicente-235/
Câmara Municipal de Satão;40.74763;-7.59007;http://portalnacional.com.pt/entidade/camara-municipal-de-satao-236/
Câmara Municipal de Seia;40.38327;-7.73417;http://portalnacional.com.pt/entidade/camara-municipal-de-seia-237/
Câmara Municipal de Sernancelhe;40.91804;-7.50976;http://portalnacional.com.pt/entidade/camara-municipal-de-sernancelhe-238/
Câmara Municipal de Serpa;37.94681;-7.29946;http://portalnacional.com.pt/entidade/camara-municipal-de-serpa-239/
Câmara Municipal de Sesimbra;38.44363;-9.09972;http://portalnacional.com.pt/entidade/camara-municipal-de-sesimbra-240/
Câmara Municipal de Setúbal;38.52220;-8.91575;http://portalnacional.com.pt/entidade/camara-municipal-de-setubal-241/
Câmara Municipal de Sever do Vouga;40.66491;-8.32525;http://portalnacional.com.pt/entidade/camara-municipal-de-sever-do-vouga-242/
Câmara Municipal de Silves;37.18990;-8.43859;http://portalnacional.com.pt/entidade/camara-municipal-de-silves-243/
Câmara Municipal de Sines;37.95134;-8.87590;http://portalnacional.com.pt/entidade/camara-municipal-de-sines-244/
Câmara Municipal de Sintra;38.80071;-9.37942;http://portalnacional.com.pt/entidade/camara-municipal-de-sintra-245/
Câmara Municipal de Sobral de Monte Agraço;39.00506;-9.16015;http://portalnacional.com.pt/entidade/camara-municipal-de-sobral-de-monte-agraco-246/
Câmara Municipal de Soure;40.06293;-8.72781;http://portalnacional.com.pt/entidade/camara-municipal-de-soure-247/
Câmara Municipal de Sousel;38.95224;-7.67603;http://portalnacional.com.pt/entidade/camara-municipal-de-sousel-248/
Câmara Municipal de Tabuaço;41.16041;-7.55905;http://portalnacional.com.pt/entidade/camara-municipal-de-tabuaco-249/
Câmara Municipal de Tarouca;41.02987;-7.68743;http://portalnacional.com.pt/entidade/camara-municipal-de-tarouca-250/
Câmara Municipal de Tavira;37.12588;-7.64992;http://portalnacional.com.pt/entidade/camara-municipal-de-tavira-251/
Câmara Municipal de Terras do Bouro;41.71529;-8.26777;http://portalnacional.com.pt/entidade/camara-municipal-de-terras-do-bouro-252/
Câmara Municipal de Tomar;39.59886;-8.41298;http://portalnacional.com.pt/entidade/camara-municipal-de-tomar-253/
Câmara Municipal de Tondela;40.51609;-8.07931;http://portalnacional.com.pt/entidade/camara-municipal-de-tondela-254/
Câmara Municipal de Torres Novas;39.48366;-8.61098;http://portalnacional.com.pt/entidade/camara-municipal-de-torres-novas-255/
Câmara Municipal de Torres Vedras;39.07003;-9.27827;http://portalnacional.com.pt/entidade/camara-municipal-de-torres-vedras-256/
Câmara Municipal de Trancoso;40.71748;-7.29290;http://portalnacional.com.pt/entidade/camara-municipal-de-trancoso-257/
Câmara Municipal de Vagos;40.55527;-8.68146;http://portalnacional.com.pt/entidade/camara-municipal-de-vagos-258/
Câmara Municipal de Vale de Cambra;40.89238;-8.38815;http://portalnacional.com.pt/entidade/camara-municipal-de-vale-de-cambra-259/
Câmara Municipal de Valença;42.04380;-8.59516;http://portalnacional.com.pt/entidade/camara-municipal-de-valenca-260/
Câmara Municipal de Valongo;41.18727;-8.50219;http://portalnacional.com.pt/entidade/camara-municipal-de-valongo-261/
Câmara Municipal de Valpaços;41.66318;-7.32582;http://portalnacional.com.pt/entidade/camara-municipal-de-valpacos-262/
Câmara Municipal de Velas;38.68333;-28.21667;http://portalnacional.com.pt/entidade/camara-municipal-de-velas-263/
Câmara Municipal de Vendas Novas;38.67737;-8.45521;http://portalnacional.com.pt/entidade/camara-municipal-de-vendas-novas-264/
Câmara Municipal de Viana do Alentejo;38.33202;-8.00203;http://portalnacional.com.pt/entidade/camara-municipal-de-viana-do-alentejo-265/
Câmara Municipal de Viana do Castelo;41.65449;-8.73293;http://portalnacional.com.pt/entidade/camara-municipal-de-viana-do-castelo-266/
Câmara Municipal de Vieira do Minho;41.61512;-8.09549;http://portalnacional.com.pt/entidade/camara-municipal-de-vieira-do-minho-267/
Câmara Municipal de Vila de Rei;39.67572;-8.14420;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-de-rei-268/
Câmara Municipal de Vila do Bispo;37.08307;-8.90879;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-do-bispo-269/
Câmara Municipal de Vila do Conde;41.26787;-8.66754;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-do-conde-270/
Câmara Municipal de Vila do Porto;36.93333;-25.15000;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-do-porto-271/
Câmara Municipal de Vila Flor;41.34780;-7.19647;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-flor-272/
Câmara Municipal de Vila Franca de Xira;38.95428;-8.98969;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-franca-de-xira-273/
Câmara Municipal de Vila Franca do Campo;37.71667;-25.43333;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-franca-do-campo-274/
Câmara Municipal de Vila Nova da Barquinha;39.46333;-8.44464;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-nova-da-barquinha-275/
Câmara Municipal de Vila Nova de Cerveira;41.94010;-8.74444;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-nova-de-cerveira-276/
Câmara Municipal de Vila Nova de Famalicão;41.46463;-8.54377;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-nova-de-famalicao-277/
Câmara Municipal de Vila Nova de Foz Coa;41.08285;-7.13513;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-nova-de-foz-coa-278/
Câmara Municipal de Vila Nova de Gaia;41.12939;-8.62027;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-nova-de-gaia-279/
Câmara Municipal de Vila Nova de Paiva;40.84924;-7.73009;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-nova-de-paiva-280/
Câmara Municipal de Vila Nova de Poiares;40.20993;-8.25912;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-nova-de-poiares-281/
Câmara Municipal de Vila Pouca de Aguiar;41.43433;-7.58875;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-pouca-de-aguiar-282/
Câmara Municipal de Vila Real;41.38156;-7.70343;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-real-283/
Câmara Municipal de Vila Real de Santo António;37.19509;-7.41458;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-real-de-santo-antonio-284/
Câmara Municipal de Vila Velha de Rodão;39.65111;-7.67345;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-velha-de-rodao-285/
Câmara Municipal de Vila Verde;41.70387;-8.40901;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-verde-286/
Câmara Municipal de Vila Viçosa;38.77896;-7.41791;http://portalnacional.com.pt/entidade/camara-municipal-de-vila-vicosa-287/
Câmara Municipal de Vimioso;41.58362;-6.52741;http://portalnacional.com.pt/entidade/camara-municipal-de-vimioso-288/
Câmara Municipal de Vinhais;41.83283;-7.00796;http://portalnacional.com.pt/entidade/camara-municipal-de-vinhais-289/
Câmara Municipal de Viseu;40.65744;-7.92142;http://portalnacional.com.pt/entidade/camara-municipal-de-viseu-290/
Câmara Municipal de Vouzela;40.62231;-8.18252;http://portalnacional.com.pt/entidade/camara-municipal-de-vouzela-291/
Câmara Municipal do Alandroal;38.61916;-7.41374;http://portalnacional.com.pt/entidade/camara-municipal-do-alandroal-292/
Câmara Municipal do Barreiro;38.62512;-9.04945;http://portalnacional.com.pt/entidade/camara-municipal-do-barreiro-293/
Câmara Municipal do Bombarral;39.25461;-9.17505;http://portalnacional.com.pt/entidade/camara-municipal-do-bombarral-294/
Câmara Municipal do Cadaval;39.18766;-9.11406;http://portalnacional.com.pt/entidade/camara-municipal-do-cadaval-295/
Câmara Municipal do Cartaxo;39.17215;-8.76596;http://portalnacional.com.pt/entidade/camara-municipal-do-cartaxo-296/
Câmara Municipal do Corvo;39.66667;-31.13333;http://portalnacional.com.pt/entidade/camara-municipal-do-corvo-297/
Câmara Municipal do Crato;39.35092;-7.64847;http://portalnacional.com.pt/entidade/camara-municipal-do-crato-298/
Câmara Municipal do Entroncamento;39.46088;-8.47393;http://portalnacional.com.pt/entidade/camara-municipal-do-entroncamento-299/
Câmara Municipal do Funchal;32.65600;-16.91200;http://portalnacional.com.pt/entidade/camara-municipal-do-funchal-300/
Câmara Municipal do Fundão;40.15435;-7.47190;http://portalnacional.com.pt/entidade/camara-municipal-do-fundao-301/
Câmara Municipal do Montijo;38.67891;-8.96838;http://portalnacional.com.pt/entidade/camara-municipal-do-montijo-302/
Câmara Municipal do Nordeste;37.85000;-25.20000;http://portalnacional.com.pt/entidade/camara-municipal-do-nordeste-303/
Câmara Municipal do Porto;41.14962;-8.59878;http://portalnacional.com.pt/entidade/camara-municipal-do-porto-304/
Câmara Municipal do Redondo;38.64980;-7.54801;http://portalnacional.com.pt/entidade/camara-municipal-do-redondo-305/
Câmara Municipal do Sabugal;40.47415;-6.93796;http://portalnacional.com.pt/entidade/camara-municipal-do-sabugal-306/
Câmara Municipal do Sardoal;39.51753;-8.13860;http://portalnacional.com.pt/entidade/camara-municipal-do-sardoal-307/
Câmara Municipal do Seixal;38.64287;-9.10650;http://portalnacional.com.pt/entidade/camara-municipal-do-seixal-308/
Câmara Municipal da Amadora;39.311395;-9.324953;http://portalnacional.com.pt/entidade/camara-municipal-da-amadora-1/
